Song_Name,Song_Link,Artist_Name,Stream_Count,Release Date,Musical_Era,Voice_Presence,Predominant_Voice_Gender,Genre_Tags,Sub_Genre_Tags,Free Genre,Description,Instrument_Tags,Emotional_Profile,Mood_Tags,Simple_Mood_Tags,Character_Tags,Movement_Tags,Energy,BPM,Key,Meter
I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,Sam Smith,2070572474,2014-05-26,contemporary,high,female,"rnb,pop,funkSoul",,"neo mellow, pop rock, indiecoustica, acoustic pop","soulful pop ballad with a passionate female vocal, catchy guitar riffs and drums.","bassGuitar,piano,synth,percussion,electricGuitar",positive,"confident,emotional,passionate,bittersweet,inspirational,uplifting","romantic,uplifting,chilled",cool,"stomping,groovy,flowing",medium,164,fMajor,4/4
Naked,2fmyrECK6bdfoGven0UMZx,James Arthur,687226224,2019-10-18,contemporary,high,male,pop,,,a mid tempo anthem with a bounce in its step. electric guitars keys handclaps rhythm section and male vocals singing wordless vocals let you know you have arrived at,"percussion,synth,bass",balanced,"emotional,solemn,passionate,serious,concerned",energetic,"bold,powerful,heroic,cool,unpolished,epic","bouncy,driving",high,102,fsMajor,4/4
Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,Calum Scott,1321934935,2018-03-09,mid / late 2000s,high,male,"pop,rnb",,"viral pop, neo mellow, acoustic cover, channel pop","powerful, emotional pop ballad with a passionate male vocal, piano and drums.",piano,negative,"sad,emotional,melancholic,poignant,bittersweet,reflective,lonely,sentimental,nostalgic,passionate,mournful,blue,depressing,romantic,serious","sad,romantic",warm,"flowing,stomping",medium,112,dbMajor,4/4
Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,James Arthur,823790116,2016-10-28,contemporary,high,male,"pop,rock","indieAlternative,popSoftRock",,male vocal paired with dark electronic elements,"percussion,acousticGuitar,bass,bassGuitar",positive,"hopeful,emotional,warm,romantic,reflective","chilled,happy",warm,flowing,medium,108,bMajor,4/4
Sign of the Times,5Ohxk2dO5COHF1krpoPigN,Harry Styles,1676967192,2017-05-12,contemporary,high,male,"rock,pop,singerSongwriter","indieAlternative,popSoftRock",,emotive and uplifting indie rock with glittering delayed guitar lead lines driving deep bass and a rocking drumbeat,"percussion,strings,bassGuitar",positive,"emotional,sad,thoughtful,bittersweet,solemn,spiritual,concerned,poignant",chilled,"sparkling,epic,powerful","flowing,driving,stomping",medium,120,fMajor,4/4
Let It Go,13HVjjWUZFaWilh2QUJKsP,James Bay,1261258782,2015-03-23,contemporary,high,female,folkCountry,folk,"indie, alternative ccm, indiecoustica, anthem worship, pop","a dark and dramatic rock track, thought provoking with female vocals, drums, bass, guitars and organ.","acousticGuitar,bassGuitar,piano,percussion,electricGuitar",balanced,"bittersweet,emotional,reflective,melancholic,passionate","romantic,chilled,sad","cool,warm","stomping,flowing",medium,74,dbMajor,4/4
With You,7mdJAkMBPkKYOLxcVPDqa0,Dean Lewis,1139044,2025-01-09,contemporary,high,male,pop,,"pop, acoustic pop, indie pop, pop rock, alternative pop, electropop, indie folk, modern alternative pop, singer-songwriter","uplifting pop with bright piano, panoramic synths and fx. positive and motivational orchestration.","bassGuitar,piano,synth,percussion",positive,"uplifting,anthemic,inspirational,soaring,emotional,motivational",uplifting,epic,stomping,medium,119,dbMajor,4/4
When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,2456202016,2012-12-07,late 1990s / early 2000s,high,female,pop,,,rousing emotive pop with big beat choruses sparkling synths and empowering female vocals,piano,positive,"emotional,hopeful,solemn,romantic,warm","calm,chilled,happy,romantic","sparkling,warm,playful","flowing,steady",low,73,cMajor,4/4
Piece by Piece - Idol Version,3KbFtYPyVP6C7BQVgH2cCf,Kelly Clarkson,107177891,2016-03-04,contemporary,high,female,"pop,rock,singerSongwriter",folkRock,"viral pop, channel pop, post teen pop",uplifting pop ballad with female vocal.,piano,positive,"emotional,uplifting,hopeful,reflective,poignant","happy,romantic,uplifting",sparkling,flowing,medium,111,dbMajor,4/4
The Night We Met,6mORGLOz79w6VsCRLWYYuK,Lord Huron,2687710721,2015-04-06,contemporary,high,male,"pop,folkCountry,rock",folk,,romantic and tender folk song. sweet male vocals. warm and heartfelt piano and strings. distant choir backed by light drums,"percussion,strings,acousticGuitar,bassGuitar",balanced,"warm,romantic,tender,dreamy,contented,sweet,hopeful,leisurely,relaxed,kind,loving,sentimental,light,calm,soft,soothing,serene","calm,chilled,romantic","warm,luxurious,ethereal",flowing,low,174,aMajor,3/4
a thousand years,6lanRgr6wXibZr8KgzXxBl,Christina Perri,1828866602,2011-10-18,late 2000s / contemporary,high,female,folkCountry,folk,"indiecoustica, roots worship, acoustic pop, indie","a heartwarming, and tender tale of love.","acousticGuitar,bassGuitar,piano,strings,percussion,electricGuitar",positive,"hopeful,warm,sentimental,uplifting,emotional,reflective,inspirational,tender","chilled,romantic,happy","sparkling,warm",flowing,low,138,bbMajor,3/4
Make You Feel My Love,6P7tTFzn6oNa0GL8w8oazE,Adele,1207936200,2008-01-28,late 1990s / early 2000s,none,none,classical,,,warm piano introduces this optimistic pop ballad featuring heartfelt strings,"strings,piano,bassGuitar",negative,"warm,romantic,hopeful,graceful,sweet","calm,chilled,romantic,sad",warm,"flowing,steady",low,77,bbMajor,4/4
All of Me,3U4isOIWM3VvDubwSI3y7a,John Legend,2588693810,2013-08-30,late 2000s / contemporary,high,male,"pop,rock,singerSongwriter",popSoftRock,,sentimental and tender. male singer acoustic guitar piano and rhythm,bass,balanced,"emotional,hopeful,warm,romantic,reflective","calm,chilled,romantic,ethereal","magical,playful,warm,ethereal,sparkling",flowing,low,126,abMajor,4/4
Little Things,0TAmnCzOtqRfvA38DDLTjj,One Direction,654824195,2012-11-12,early / mid 2000s,high,male,"rock,singerSongwriter,pop","folk,folkRock,indieAlternative,popSoftRock",,warm tender and sympathetic. a calming acoustic guitar and a gentle snare hold an intimate and soothing space to clear away tears,acousticGuitar,balanced,"reflective,nostalgic,sentimental,thoughtful,romantic,emotional,bittersweet,quiet,solemn,calm,spiritual","calm,chilled,romantic,sad",warm,flowing,low,110,gMajor,4/4
This Town,0qvzXomUDJVaUboy2wMfiS,Niall Horan,1050925266,2017-10-20,contemporary,high,male,"folkCountry,pop",folk,"viral pop, neo mellow, acoustic cover, pop",warm and emotive indie folk song with male backing vocals.,"acousticGuitar,bassGuitar,piano,percussion",positive,"warm,hopeful,tender,emotional,reflective,loving,sentimental,uplifting,inspirational,romantic,bittersweet","romantic,chilled",warm,flowing,medium,112,aMajor,4/4
Because of You,0gJvqi9QyASOCtJu99tytc,Kelly Clarkson,733900154,2004,contemporary,high,female,"pop,rock",popSoftRock,,powerful soul pop ballad with glamorous feel and strong female vocals,"percussion,strings,piano,acousticGuitar,bass,bassGuitar",balanced,"emotional,thoughtful,bittersweet,solemn,sad,concerned,spiritual","chilled,happy,romantic","warm,sparkling",flowing,medium,140,abMajor,4/4
You've Got The Love,6u9RqxALwkjJ1ukB1y8vuP,Florence + The Machine,680673250,2009,early / mid 2000s,high,female,pop,,"new wave pop, dance pop, electropop, dance, europop, eurodance, pop","uplifting, anthemic stadium rock, pop rock, female vocals, pop rock guitars. positive and uplifting chorus, featuring strings and celebratory chorus.","bassGuitar,synth,percussion,electricGuitar",positive,"uplifting,euphoric,anthemic,motivational,optimistic,bright,inspirational,confident,soaring","uplifting,epic,energetic",sparkling,stomping,high,110,fsMajor,4/4
People Help the People,5QXtO5ZYgzGmKTDUqWdhfB,Birdy,337160337,2011-11-07,late 2000s / contemporary,high,female,"pop,rock,singerSongwriter","bluesRock,folkRock,indieAlternative",,emotive folky soul ballad featuring piano acoustic guitar sweeping strings and deep female vocals,"percussion,piano,electricGuitar,acousticGuitar,bass,bassGuitar",balanced,"reflective,romantic,nostalgic,sentimental,emotional,bittersweet,thoughtful,solemn","calm,chilled,romantic,sad,ethereal","sparkling,warm,retro",flowing,low,74,dbMajor,4/4
Hero,5TTyyKNJZHONhjtAiXL1nG,Charlie Puth,20208295,2024-05-24,contemporary,high,male,"pop,rnb",,"indie, pop, rock",medium / mid - tempo pop rock song with male vocals.,"acousticGuitar,bassGuitar,piano,synth,percussion,electricGuitar",positive,"hopeful,warm,inspirational,optimistic,uplifting,loving,sentimental,romantic,bright,positive,reflective,dreamy,emotional","romantic,chilled,happy","warm,sparkling,cool",flowing,low,200,ebMajor,4/4
Tiny Little Pieces,7mXb7r1bsXAWet4DpqmXGk,"NSH, maybealice",562775,2024-11-15,contemporary,high,male,"pop,rnb",,"indie, pop, rock","bright and optimistic, featuring breezy acoustic guitar and male vocals that create a feel - good mood.","acousticGuitar,bassGuitar,percussion,electricGuitar",positive,"warm,feelGood,optimistic,positive,hopeful,bright,tender,uplifting,loving,sentimental,contented,romantic,inspirational,upbeat,sweet,light,relaxed,cheerful,reflective,happy","happy,chilled,romantic","warm,sparkling","steady,flowing,bouncy",medium,119,eMajor,4/4
Let Her Go,5rEvuW4YhwobKwGL1HPrXA,Passenger,2442291973,2013-11-29,late 2000s / contemporary,high,male,rock,"folkRock,indieAlternative,popSoftRock",,nostalgic and sentimental. male singer piano acoustic guitar and rhythm,"percussion,strings,electricGuitar,acousticGuitar,bass,bassGuitar",balanced,"romantic,warm,sentimental,loving,tender","chilled,romantic","warm,retro","flowing,steady",medium,75,gMajor,4/4
End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,1280573903,2022-09-16,early / mid 2000s,high,male,"pop,funkSoul","gospel,neoSoul,soul","indie, shimmer pop, stomp and holler, indietronica, indie pop, indie rock, chillwave, modern rock, alternative dance",,"percussion,synth,piano,electricGuitar,acousticGuitar,bass,bassGuitar",positive,"inspirational,uplifting,anthemic,confident,optimistic,hopeful,motivational","uplifting,epic,chilled",sparkling,"stomping,flowing",medium,160,dMajor,4/4
"What Was I Made For? [From The Motion Picture ""Barbie""]",6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,1179927311,2023-07-13,contemporary,high,female,pop,,"indie, indie folk, pop","enchanting and articulate, lovingly sensual female vocals : impassioned strings, yet uplifting drive and choruses.","acousticGuitar,bassGuitar,piano,strings,synth",balanced,"dreamy,warm,leisurely,hopeful,intimate",chilled,"ethereal,sparkling,warm",flowing,low,78,cMajor,4/4
In The Stars,315aBOUD3xtj7sUMXtRgMV,Benson Boone,953904157,2024-04-05,contemporary,high,male,"pop,rnb",,"pop, anthem worship","emotive, heartfelt modern pop ballad with male vocals.","bassGuitar,piano,synth,percussion",balanced,"emotional,inspirational,anthemic,soaring,uplifting,hopeful","epic,chilled,energetic",epic,stomping,medium,78,bbMajor,4/4
Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,2224557737,2017-11-03,contemporary,high,male,"rnb,pop",,"pop r & b, talent show","emotive, heartfelt modern pop ballad with soulful male vocals.","bassGuitar,piano,percussion",positive,"uplifting,inspirational,anthemic,loving,emotional","romantic,happy,uplifting","warm,epic,sparkling,cool,powerful",stomping,medium,92,fMajor,4/4
High Road,0yDBKfisazexaBGTrdsqNp,"SUGAR RUSH, maybealice",697639,2024-09-19,contemporary,high,female,electronicDance,"deepHouse,house,trance","progressive house, trance, uplifting trance, progressive trance","dreamy synths and female vocals are joined by propulsive electronic beats. uplifting choruses build to a rousing bridge, building again to a celebratory finale. summery pop with an inspiring, summery feel.","acousticGuitar,bassGuitar,synth,percussion,electricGuitar",positive,"relaxed,dreamy,warm,optimistic,contented","chilled,happy,romantic","cool,luxurious,sparkling,warm","pulsing,flowing",medium,122,gMajor,4/4
I Remember Everything (feat. Kacey Musgraves),4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",947462664,2023-08-25,contemporary,high,female,folkCountry,country,"country pop, contemporary country","an emotional pop ballad with a passionate female vocal, acoustic guitar, piano and a gentle - groovy beat. well - suited as a score track for drama or romance!","acousticGuitar,bassGuitar,piano,percussion",balanced,"warm,hopeful,reflective,emotional,bittersweet,loving,tender,uplifting,romantic","romantic,chilled",warm,flowing,medium,156,cMajor,4/4
Impossible,5yVIlYEHZxQVLyInCdldoS,James Arthur,860592129,2013-11-04,contemporary,high,male,pop,,,powerful and positive pop meets trailer risers for a big finish,"percussion,strings,bass",balanced,"confident,motivational,inspirational,uplifting,anthemic,aweInspiring,soaring,proud,triumphant,passionate","epic,energetic","epic,powerful",stomping,medium,85,ebMajor,4/4
Set Fire to the Rain,5PKWUDfQFtc5qqo8cs1gQp,Adele,1855611817,2011-01-19,contemporary,high,female,"pop,rock","indieAlternative,popSoftRock",,emotive pop ballad reverberant guitars gritty synth bass edgy pop beats and expressive female vocals,"percussion,electricGuitar,bass",balanced,"emotional,passionate,solemn,serious,concerned","chilled,happy,romantic",epic,stomping,medium,108,dMinor,4/4
Before He Cheats,0ZUo4YjG4saFnEJhdWp9Bt,Carrie Underwood,676069516,2005-11-14,contemporary,high,female,folkCountry,country,,medium tempo upbeat and uplifting pop rock with soaring guitars and female vocals,"percussion,electricGuitar,bass,bassGuitar",positive,"emotional,solemn,thoughtful,bittersweet,reflective","chilled,happy",sparkling,stomping,medium,148,fsMinor,4/4
Breakeven,1fyysXwSGNtMeqMBLwW3SI,The Script,998871562,2008-07-14,mid / late 2000s,high,male,"pop,rock,singerSongwriter,folkCountry",popSoftRock,"indie, mundart, rock",uplifting pop rock with bright piano and male vocals. positive and hopeful feeling.,"acousticGuitar,brassWoodwinds,piano,percussion,electricGuitar",positive,"uplifting,positive,optimistic,feelGood,bright","happy,chilled,romantic",warm,"groovy,bouncy,stomping,steady,flowing,driving",medium,94,bbMajor,4/4
Skinny Love,6k8kLJFmWkHaTbSLUhJ3H0,Birdy,869146415,2011-11-07,contemporary,high,female,"pop,rock,singerSongwriter,folkCountry","folkRock,indieAlternative,popSoftRock",,beautiful and sorrowful neo classical piece packed full of emotion where warm and delicate piano and raw strings create a warm and sentimental bed with female vocals,piano,balanced,"reflective,nostalgic,thoughtful,emotional,bittersweet,sad,sentimental,solemn,spiritual,quiet,calm,introspective,romantic,blue","calm,chilled,romantic,sad","playful,warm,sophisticated,luxurious,cool",flowing,low,171,eMajor,4/4
guardian angel,7cmydLPOy8B9V6WAYXF7Wo,THERA,325382,2024-08-16,contemporary,high,female,"pop,electronicDance,rnb",synthPop,"indie pop, alternative pop, modern alternative pop, pop","powerful, emotional love song with a piano and female vocal.","bassGuitar,piano,synth,percussion",balanced,"emotional,passionate,reflective,poignant,bittersweet","uplifting,sad,epic",epic,"pulsing,flowing,stomping,steady",medium,114,ebMajor,4/4
You & I,2afCBiru10AFckfOa49wIa,One Direction,673379856,2013-11-25,mid / late 2000s,high,male,folkCountry,folk,,powerful and positive pop meets trailer risers for a big finish,"percussion,synth,bass",balanced,"optimistic,confident,uplifting,motivational,inspirational,euphoric,positive,anthemic,aweInspiring","energetic,epic",epic,flowing,high,131,dbMajor,4/4
Heal,4KlL5Bwlm4yHYxr0B2rHci,Tom Odell,378107542,2013-06-24,late 1980s / early 1990s,high,male,"rock,singerSongwriter,pop","folk,folkRock,indieAlternative,psychedelicProgressiveRock",,tender and heartfelt piano ballad with beautiful string accompaniment and a sweet sentiment,"piano,bassGuitar",negative,"reflective,nostalgic,thoughtful,emotional,calm,sentimental,bittersweet,quiet,romantic,dreamy,spiritual,solemn,introspective","calm,chilled,romantic,sad,ethereal",warm,flowing,low,72,dbMajor,4/4
It Will Rain,0M3HkE321xpCbCYqVKzr1q,Bruno Mars,1070801313,2011-09-28,late 2000s / contemporary,high,female,pop,,,powerful and rousing pop anthem featuring slick female vocals dirty synths driving drums and bright piano,"percussion,strings,bass",positive,"emotional,solemn,thoughtful,bittersweet,concerned","energetic,happy",epic,groovy,high,150,dMajor,4/4
Deep End,555CH6CnGJRqO37pqA30vW,Birdy,151989958,2016-03-25,contemporary,high,female,"pop,rock,singerSongwriter","folkRock,indieAlternative,popSoftRock",,this soulful ballad will get you dancing from the start of this track. features drums bass piano and female vocals singing,"percussion,piano,bass,bassGuitar",negative,"emotional,reflective,thoughtful,nostalgic,bittersweet,sad,solemn,spiritual,sentimental,introspective,poignant","calm,chilled,romantic,sad,ethereal",warm,flowing,low,172,dMajor,4/4
Hello Little One,0THV5WYPZFGkHO1JooyWWB,Molly Bergman,95434,2024-11-15,contemporary,high,female,folkCountry,country,"indie folk, acoustic pop, worship, roots",warm acoustic folk pop song with female vocal and light guitars.,"acousticGuitar,bassGuitar",balanced,"warm,tender,intimate,soft,sentimental,reflective,romantic,loving,delicate,relaxed,sweet,peaceful,dreamy,nostalgic,light,hopeful,serene,quiet,calm","romantic,chilled",warm,"flowing,steady",low,75,bbMajor,4/4
This City,3H3r2nKWa3Yk5gt8xgmsEt,Sam Fischer,662934218,2019-12-11,early / mid 1980s,high,male,"funkSoul,rnb","neoSoul,soul",,soulful and emotional randb with male vocals,,positive,"emotional,reflective,thoughtful,nostalgic,bittersweet,solemn,sad,spiritual,sentimental","calm,chilled,romantic,ethereal","cool,warm",flowing,low,148,bMajor,4/4
Someone To You,2f0pn9DkEJwAzXApnFh5cr,BANNERS,918348052,2019-10-04,contemporary,high,male,"pop,rock",popSoftRock,"pop rock, modern alternative rock, dance rock, dance pop, rock, indie poptimism, modern rock","anthemic, and unifying. acoustic guitars, piano and rhythm with claps and male vocal oohs and ahhs.","acousticGuitar,bassGuitar,brassWoodwinds,piano,synth,percussion,electricGuitar",positive,"anthemic,motivational,inspirational,uplifting,soaring,euphoric,energetic,confident,upbeat,optimistic,bright,excited,triumphant,aweInspiring,positive","energetic,uplifting,happy","sparkling,cool,heroic","stomping,driving,running",high,75,dMajor,4/4
Leave a Light On,4iVVU8DyQvOVsKafv3KWIF,Tom Walker,671278873,2019-03-01,contemporary,high,male,pop,,,dark and mysterious synth melody creates a tense atmosphere with pitched up vocal samples haunting synths and powerful drums,"percussion,synth,bass",balanced,"serious,passionate,emotional,solemn,concerned","ethereal,energetic","epic,powerful,sparkling",bouncy,high,138,fMajor,4/4
Topsy Turvy World,4Ws4K6XXXbwRkzvN8osy4M,Abby K,9644,2025-01-01,mid / late 2000s,high,female,folkCountry,folk,"folk, punk, indie punk, grunge, indie pop","this song starts off with an introspective acoustic guitar, and is soon accompanied by a soft female vocal.",acousticGuitar,balanced,"reflective,warm,emotional,tender,bittersweet",romantic,warm,"flowing,steady",medium,85,fsMajor,4/4
Car's Outside,0otRX6Z89qKkHkQ9OqJpKt,James Arthur,724291749,2019-10-18,contemporary,high,male,"rock,pop,singerSongwriter","folk,indieAlternative,popSoftRock",,a soulful homecoming. nostalgic indie soul rock,"percussion,electricGuitar,acousticGuitar,bass,bassGuitar",balanced,"emotional,hopeful,solemn,passionate,inspirational","energetic,epic","warm,epic,sparkling,heroic,powerful,playful","flowing,driving,stomping",high,150,aMajor,4/4
Those Eyes,50x1Ic8CaXkYNvjmxe3WXy,New West,983561834,2019-05-10,contemporary,high,male,pop,,"indiecoustica, indie folk, indie anthem folk","emotional pop ballad featuring piano, acoustic and electric guitars.","acousticGuitar,bassGuitar,piano,synth,percussion,electricGuitar",positive,"warm,hopeful,sentimental,loving,romantic,tender,reflective,uplifting,emotional,inspirational,bittersweet","romantic,chilled,calm",warm,flowing,low,120,eMajor,3/4
Wish You The Best,3gdPwk2wyOXNRnTA1KXnEr,Lewis Capaldi,304736538,2023-05-19,contemporary,high,male,"pop,rnb,rapHipHop",,"pop edm, tropical house, pop dance, electropop, indie poptimism, pop",uplifting pop song with male vocal.,"bassGuitar,piano,synth,percussion,bass",positive,"passionate,confident,emotional,uplifting,anthemic,seductive,sexy,romantic,inspirational","uplifting,energetic,sexy",cool,bouncy,high,108,ebMajor,4/4
Falling Rain,64OUQihYnjNk0Csq9D5XVt,Angus Quinn,31620,2024-12-23,contemporary,high,male,pop,,"indie folk, indie, folk-pop","mellow acoustic guitar and male vocals lead this easygoing, carefree folk track, with a gentle drumbeat and backing vocals.","acousticGuitar,bassGuitar,percussion,electricGuitar",balanced,"warm,reflective,nostalgic,hopeful,bittersweet","chilled,romantic",warm,steady,medium,142,cMajor,4/4
Arcade,1J14CdDAvBTE1AJYUOwl6C,Duncan Laurence,1304757995,2020-11-12,contemporary,high,female,"pop,folkCountry",folk,"indiecoustica, alt z, indie anthem folk, pop","a powerful, and epic pop anthem. featuring acoustic guitars and passionate female lead vocal.","acousticGuitar,bassGuitar,piano,synth,percussion",positive,"inspirational,emotional,uplifting,confident,anthemic","epic,uplifting,energetic","cool,epic",stomping,medium,144,aMinor,4/4
Pointless,44G9fSM6qI8zRoG6Qwn3eq,Lewis Capaldi,164125916,2023-05-19,contemporary,high,male,"pop,rock",popSoftRock,"dance pop, boy band",medium / mid - tempo pop rock song with male vocals.,"acousticGuitar,bassGuitar,piano,percussion,electricGuitar",balanced,"bittersweet,sad,melancholic,loving,reflective,sentimental,romantic,emotional,warm,poignant,passionate,lonely,uplifting","romantic,sad,chilled",warm,"stomping,flowing,steady",medium,92,eMajor,3/4
Someone To Stay,2xlV2CuWgpPyE9e0GquKDN,Vancouver Sleep Clinic,316248112,2017-04-07,contemporary,high,male,rock,"indieAlternative,popSoftRock,psychedelicProgressiveRock",,a rousing wall of post rock guitars and gently woven electronica,"percussion,synth,bass",balanced,"inspirational,uplifting,aweInspiring,soaring,motivational","energetic,epic","sparkling,epic",flowing,high,109,dbMajor,4/4
My Fault (feat. Noah Cyrus),3T3sbHYwPvhTCfEeUtvbMF,"Shaboozey, Noah Cyrus",35482531,2024-05-31,contemporary,high,female,"folkCountry,pop",country,"country pop, contemporary country",medium / mid - tempo pop rock song with female vocals.,"acousticGuitar,bassGuitar,piano,percussion,electricGuitar",balanced,"uplifting,hopeful,inspirational,warm,emotional,bittersweet,reflective,thoughtful","chilled,calm,romantic",warm,"stomping,flowing",medium,98,cMajor,4/4
Angels,1M2nd8jNUkkwrc1dgBPTJz,Robbie Williams,587545750,1997-01-01,late 1980s / early 1990s,none,none,"rock,pop",popSoftRock,"album rock, art rock, symphonic rock, mellow gold, classic rock, rock, glam rock, beatlesque, soft rock","heartfelt, uplifting pop ballad with acoustic and electric guitars and mellotron strings.","acousticGuitar,bassGuitar,piano,percussion,electricGuitar",positive,"uplifting,optimistic,warm,inspirational,hopeful","chilled,romantic,happy","warm,retro,sparkling","flowing,stomping,steady",medium,75,eMajor,4/4
Be Alright,3EPXxR3ImUwfayaurPi3cm,Dean Lewis,1884158519,2018-06-29,contemporary,high,male,"folkCountry,pop",country,"pop rock, acoustic cover, channel pop, post teen pop, viral pop, neo mellow","emotive, heartfelt modern pop ballad with male vocals.","acousticGuitar,bassGuitar,piano,synth,percussion,electricGuitar",balanced,"emotional,reflective,bittersweet,hopeful,warm,melancholic,loving,sentimental,poignant,uplifting,inspirational","romantic,chilled,calm",warm,"flowing,steady,stomping",medium,127,bMajor,4/4
How Long Will I Love You,3X003bO0MMxXEsJJxidiig,Ellie Goulding,495012152,2012-10-12,contemporary,high,female,folkCountry,country,"country pop, contemporary country","a bouncy string melody combines with female vocals, piano and electric guitar to create an uplifting mood in this pop rock ballad.","acousticGuitar,bassGuitar,piano,percussion",positive,"loving,romantic,sentimental,warm,tender,emotional,uplifting,hopeful,bittersweet,reflective,melancholic,sad,passionate",romantic,warm,flowing,medium,126,cMajor,4/4
Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,"P!nk, Nate Ruess",1530004638,2012-09-18,late 2000s / contemporary,high,female,pop,,,this is what you came for a feel good toe tapper with big horn section and great sync lyrics,"percussion,electricGuitar,bassGuitar",positive,"serious,passionate,emotional,determined,solemn",happy,heroic,stomping,medium,95,eMinor,4/4
Free Now,1aThn8Pk8zRzGGPClZe9Oq,Gracie Abrams,57942272,2024-06-21,contemporary,high,female,"pop,singerSongwriter",,"indie, indie folk, pop",uplifting pop rock with bright piano and female vocals. panoramic electric guitar and synths waves. positive and confident feel.,"acousticGuitar,bassGuitar,synth,percussion,electricGuitar",positive,"uplifting,inspirational,upbeat,positive,optimistic","happy,energetic,uplifting",sparkling,"driving,stomping,bouncy,running,flowing,pulsing,steady",high,75,cMajor,4/4
A Cure For Minds Unwell,4PwTyisf9W7zfhAAflOKag,Lewis Capaldi,16581149,2024-01-01,contemporary,high,male,pop,,"dance pop, tropical house, pop rap, pop dance",the chords have been struck. this empowering yet delicate track will have you moving forward to new things.,"acousticGuitar,bassGuitar,brassWoodwinds,piano,synth,percussion,electricGuitar",positive,"soaring,inspirational,uplifting,anthemic,bright","happy,calm,energetic",sparkling,"stomping,flowing,driving",medium,112,dMajor,4/4
Empty Bench,5FYoVG03kAIK0F8VuSKykk,David Kushner,4508324,2024-12-06,contemporary,high,male,"rapHipHop,pop,electronicDance,rnb",trap,"indie folk, indie, acoustic pop",a soulful pop ballad. featuring heartfelt male vocals.,"bassGuitar,synth,percussion,electricGuitar",balanced,"emotional,bittersweet,sad,passionate,poignant","sad,calm,ethereal",cool,flowing,medium,128,fMajor,4/4
Iris,6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,2104843470,1998,late 1990s / early 2000s,none,none,rock,"indieAlternative,popSoftRock,psychedelicProgressiveRock",,powerful and stirring strings suggest statement of intent,"percussion,electricGuitar,bass,bassGuitar",balanced,"emotional,solemn,serious,concerned,thoughtful","energetic,epic","powerful,epic,heroic",groovy,high,166,bMinor,4/4
Empire,2cnJ7OVVT5520sNo9vDhMH,Dean Lewis,10733254,2024-10-14,contemporary,high,male,"pop,folkCountry",country,"indie folk, folk-pop",anthemic and uplifting indie rock. rising acoustic and electric guitars. panoramic with male choir. positive and hopeful feeling.,"acousticGuitar,bassGuitar,percussion,electricGuitar",balanced,"uplifting,anthemic,confident,inspirational,motivational","energetic,uplifting",powerful,"stomping,driving",high,149,aMajor,4/4
I Found,5zT5cMnMKoyruPj13TQXGx,Amber Run,453756622,2015-04-20,contemporary,high,male,pop,,,rousing pop ballad with feisty male vocals crunchy drums guitars and piano,percussion,negative,"emotional,thoughtful,reflective,bittersweet,solemn","calm,chilled,romantic,sad,ethereal",epic,stomping,low,125,bbMajor,4/4
lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",3148222178,2018-04-19,contemporary,high,male,"pop,rnb",,"indie, alternative r & b, vapor soul, electropop, indie poptimism, art pop, indie pop, pop","poignant and anthemic. string orchestra, piano and choir.","piano,synth,percussion",balanced,"emotional,serious,passionate,bittersweet,poignant","energetic,dark,epic",epic,"flowing,stomping,pulsing,driving",medium,115,eMinor,4/4
when the party's over - Recorded at Spotify Studios NYC,6H7fWtwEUHVfTyZD7zeG4w,Lewis Capaldi,161081411,2019-06-12,contemporary,high,male,pop,,indie triste,medium / mid - tempo pop rock song with male vocals.,piano,balanced,"bittersweet,melancholic,sad,lonely,emotional,reflective","romantic,sad,calm","warm,cool","steady,flowing,bouncy",medium,118,bbMajor,3/4
Let You Down,52okn5MNA47tk87PeZJLEL,NF,1552384723,2017-10-06,contemporary,high,male,rapHipHop,popRap,"indie, hip hop, talent show, trap, pop rap, pop","a motivational, and anthemic hip - hop record. it's gonna make it all.","bassGuitar,brassWoodwinds,piano,synth,percussion,bass",balanced,"resolute,confident,strong,determined,anthemic,triumphant",energetic,"powerful,bold,unpolished,heroic,cool,epic","stomping,driving",high,148,fMinor,4/4
