Song_Name,Song_Link,Artist_Name,Stream_Count,Release Date,Musical_Era,Voice_Presence,Predominant_Voice_Gender,Genre_Tags,Sub_Genre_Tags,Free Genre,Description,Instrument_Tags,Emotional_Profile,Mood_Tags,Simple_Mood_Tags,Character_Tags,Movement_Tags,Energy,BPM,Key,Meter
It's Romance,35dPjzQtPpGtUA2TV5dPtH,Alexandre Desplat,2782281,2019-12-13,mid / late 2000s,none,none,jazz,easyListening,"classical, soundtrack",cinematic orchestral build - up. majestic symphony orchestra and choir.,"brassWoodwinds,piano,strings",balanced,"emotional,passionate,poignant,romantic,graceful",romantic,epic,flowing,medium,85,ebMajor,4/4
Windmills of Your Mind - The Thomas Crown Affair,5VcBbTZOubHeLErLWaSyMr,London Philharmonic Orchestra,467246,2008-06-23,late 1970s / early 1980s,none,none,"classical,jazz",easyListening,"easy listening, adult standards, lounge",romantic and panoramic. symphony orchestra and mixed chorus.,strings,balanced,"romantic,passionate,noble,graceful,sentimental",romantic,"heroic,sophisticated","nonrhythmic,flowing",medium,78,gMajor,4/4
The Godfather: V. Love Theme,3Ii2KG3YLrC0KNbuJKAFj2,"Nino Rota, Riccardo Muti, Massimo Colombo, Filarmonica della Scala, Milan La Scala Philharmonic Orchestra",11514369,1997,late 1970s / early 1980s,none,none,classical,,,theme 1 variation,"strings,brassWoodwinds",negative,"reflective,nostalgic,emotional,thoughtful,sentimental,bittersweet,solemn,romantic,spiritual,quiet,sad","calm,chilled,romantic,sad","heroic,ethereal,retro",flowing,low,70,dsMinor,3/4
For The Love Of A Princess,22yxHt6UqZpH7tP6W4PooI,"James Horner, London Symphony Orchestra",69972939,1995-01-01,late 1990s / early 2000s,none,none,"jazz,classical",easyListening,"soundtrack, classic soundtrack","epic, emotional orchestral score track, featuring a lyrical solo violin, choir and piano as well as mighty percussions.","brassWoodwinds,strings",balanced,"proud,soaring,uplifting,passionate,noble",epic,"heroic,epic","nonrhythmic,stomping,flowing",medium,136,aMinor,3/4
"Dawn - From ""Pride & Prejudice"" Soundtrack",2k2MprlqkmDMKKOOWGREzW,"Dario Marianelli, Jean-Yves Thibaudet",98105912,2005-09-19,mid / late 1990s,none,none,classical,,"new age, new age piano","flowing and empowering, featuring flowing piano that creates a wistful mood.",piano,balanced,"romantic,graceful,lyrical,sentimental,serene,tender",romantic,"warm,sophisticated",flowing,low,78,cMajor,4/4
Mission: Impossible Theme,1FL7eUG80aeUeyMO2N4btN,Michael Giacchino,42803170,2006-05-08,late 1990s / early 2000s,none,none,jazz,easyListening,"soundtrack, scorecore, video game music","action - packed, heroic orchestral theme with a sense of urgency.","brassWoodwinds,strings,percussion",negative,"intense,agitated,exciting,adventurous,ominous","energetic,aggressive,epic","heroic,epic,powerful",running,high,90,gMinor,4/4
Shawshank Prison - Stoic Theme,5zMuzsE5kvd54FwraufeeK,Thomas Newman,19660826,2009-10-08,early / mid 1990s,none,none,classical,,,a reflective and impassioned refrain,"strings,brassWoodwinds",negative,"solemn,emotional,concerned,spiritual,bittersweet","dark,epic,sad,ethereal","epic,warm","flowing,nonrhythmic",low,78,fMajor,3/4
Overture (Main Title),56VdcKs9w2fbffoVTr75Pl,Bernard Herrmann,393176,1959-09-26,mid / late 1980s,none,none,"jazz,classical",easyListening,easy listening,"spooky orchestral fantasy adventure cue, with big brass and woodwinds.","brassWoodwinds,strings",balanced,"comedic,quirky,mischievous,weird,playful","happy,energetic,scary","magical,playful",running,high,146,dMajor,3/4
Bathroom Dance,4WiqPbWvLbv317E8fB4SJC,Hildur Guðnadóttir,32791986,2019-10-02,late 2000s / contemporary,high,male,"classical,ambient",,,dark and mysterious. synth and rhythm,"strings,brassWoodwinds",negative,"powerful,serious,determined,epic,solemn","dark,epic,sad,scary","epic,mysterious","nonrhythmic,flowing",medium,70,csMinor,3/4
"The Flight To Neverland - From ""Hook""",20g6TJr37OZ9MQjM8odlrW,"John Williams, London Symphony Orchestra, Gavin Greenaway",5510398,2018-05-04,early / mid 2000s,high,female,classical,,"soundtrack, trailer","magical, and majestic orchestral theme. featuring playful celesta and choir. epic brass section. symphonic and grandiose back end.","brassWoodwinds,strings",positive,"bright,inspirational,uplifting,optimistic,majestic","epic,energetic,happy","magical,heroic,sparkling,epic","driving,running,bouncy",high,78,fMajor,4/4
Emma Suite,6nQImNsFZlgsn9KeMbkjJT,"Isobel Waller-Bridge, David Schweitzer",4668016,2020-02-14,contemporary,none,none,classical,,soundtrack,cinematic and panoramic. string orchestra and percussions.,"strings,brassWoodwinds",balanced,"dignified,noble,inspirational,determined,confident","energetic,epic,happy","heroic,magical","stomping,driving,running,flowing,bouncy,steady,robotic,pulsing,nonrhythmic",medium,134,cMajor,4/4
No Time for Caution,5aaXqH8rgKZxg61HjECldi,Hans Zimmer,52283419,2014-11-18,late 1980s / early 1990s,high,male,classical,,,mysterious and ethereal synth based track with male vocal samples warm pads pulses and clever sound design elements,"synth,strings,brassWoodwinds",negative,"epic,powerful,heroic,determined,triumphant,victorious,passionate,adventurous,proud,courageous,prestigious,majestic","dark,energetic,epic,sad,scary","epic,heroic,powerful","running,driving",high,120,eMinor,4/4
Prelude and Main Title March,6OhvyTlsBnubNpHZz7wXuT,John Williams,4190868,2005-03-15,late 1970s / early 1980s,none,none,classical,,,dramatic action theme,"strings,bassGuitar,brassWoodwinds",balanced,"prestigious,proud,triumphant,confident,aweInspiring","energetic,epic","heroic,epic,powerful",stomping,high,115,cMajor,4/4
End Title,1oO48aLMpowKzP0zzZVcu0,Alan Silvestri,190494,2002-01-01,late 1980s / early 1990s,none,none,jazz,contemporaryJazz,"classical, soundtrack","fast, exciting big band chase.","bassGuitar,brassWoodwinds,piano,strings,percussion",balanced,"energetic,comedic,agitated,nervous,exciting",energetic,"luxurious,sophisticated,powerful,heroic","running,driving",high,77,fMinor,4/4
Discombobulate,0Wj7EzpRCrfbHbHj0koVdl,Hans Zimmer,25660776,2010,early / mid 2000s,none,none,classical,,,driving and bouncing taiko drums creating a steady swinging rhythm with attitude,"percussion,strings,bassGuitar,brassWoodwinds",balanced,"exciting,energetic,relentless,intense,fiery","energetic,epic","epic,powerful",robotic,high,142,dMinor,4/4
Lara Says Goodbye to Yuri (Lara's Theme),6Wbdw29buv54log2qKrbfC,Maurice Jarre,1413545,1965-12-31,mid / late 1970s,none,none,classical,,"easy listening, ballroom, adult standards, lounge",romantic - melancholic orchestral score featuring a lyrical solo violin.,strings,balanced,"passionate,noble,graceful,dignified,emotional","epic,romantic",heroic,flowing,medium,78,gMajor,3/4
The Middle of the World,5pn4wdFwix4qr5SlNyRw7W,Nicholas Britell,15365354,2016-10-21,late 1970s / early 1980s,none,none,classical,,,majestic and moving. string orchestra and piano,strings,negative,"mysterious,anxious,serious,suspenseful,tense","dark,epic,sad",ethereal,nonrhythmic,medium,78,dMinor,4/4
Summer Of '42,4OtEkWkTgfUBy5mRGVQQPc,"Michel Legrand, The Flemish Radio Orchestra",1435251,2008-08-01,late 1990s / early 2000s,none,none,"jazz,singerSongwriter,rock,pop,classical",easyListening,"classical, soundtrack",romantic - melancholic orchestral film score featuring a lyrical solo violin and glockenspiel.,"bassGuitar,brassWoodwinds,strings",balanced,"graceful,warm,sentimental,serene,dignified",romantic,"warm,magical",flowing,low,125,aMajor,4/4
Titles,36qn2bFfZzUwM6eIv2XOc9,Vangelis,30043921,1981-03-14,late 1990s / early 2000s,none,none,"electronicDance,pop,rock,ambient,metal",synthPop,"new age, new age piano","positive - motivating, romantic orchestral pop style, featuring a catchy theme as well as a groovy beat.","piano,synth",balanced,"inspirational,aweInspiring,uplifting,soaring,confident","calm,epic,uplifting","heroic,epic,ethereal,sparkling",flowing,medium,136,dbMajor,4/4
Dumbledore's Farewell,0bmb8jg6ljmt8qBmIsMNvL,Nicholas Hooper,77033873,2009-07-14,late 1980s / early 1990s,none,none,classical,,,calm and panoramic. strings and electronics,strings,negative,"emotional,solemn,thoughtful,bittersweet,sad,spiritual","calm,chilled,romantic,sad,ethereal","epic,ethereal","flowing,steady",low,78,aMinor,3/4
Main Title,1DdyioI2yXhLwR1pn5Hczk,Rachel Portman,47481948,2001,mid / late 1980s,none,none,classical,,,theme 1 variation,"strings,bassGuitar,brassWoodwinds",negative,"romantic,sentimental,warm,nostalgic,quiet,tender,reflective,lyrical","calm,chilled,romantic,sad","heroic,sophisticated",steady,low,90,dMinor,4/4
Promentory (The Last of the Mohicans Theme),3NcTcvxK8eBSrxDPVaqfKG,Pandemic Records,138219,2020-11-30,contemporary,none,none,ambient,,"synthwave, dark synthpop",dreamy and panoramic. synth and rhythm.,"synth,percussion,electricGuitar",balanced,"aweInspiring,inspirational,soaring,uplifting,epic","energetic,uplifting,epic","epic,heroic,unpolished,powerful,ethereal",flowing,medium,130,dMinor,3/4
Road To Perdition,1ybtJbR4ARqmjl6dD2VtYU,Thomas Newman,16060625,2002-08-12,early / mid 2000s,none,none,classical,,"soundtrack, scorecore","romantic, emotional orchestral track. fits for cinema and cinema.",strings,balanced,"romantic,lyrical,warm,loving,graceful,tender,emotional,sentimental,noble,serene","romantic,chilled,calm","warm,sophisticated,magical,heroic","flowing,nonrhythmic",low,77,eMajor,3/4
The Trap: Main Theme,65lWg1kyGKtSo4mHMzUOXE,"Ron Goodwin, Rumon Gamba, BBC Philharmonic",275907,2004-11-01,mid / late 1990s,none,none,classical,,"classical, orchestral, early modern classical, contemporary classical","grandiose opening statement to noble, expansive theme and reprise.",brassWoodwinds,positive,"majestic,proud,noble,dignified,confident",epic,"heroic,powerful,epic",stomping,high,115,abMajor,3/4
The Gift Of Mortality - Instrumental,4ZnQXH7WqUCbzffYaeSMRM,James Horner,11437402,1999-11-05,late 1990s / early 2000s,none,none,classical,,,a light hearted orchestral build full of emotion and powerful swells. meter 3 4,strings,negative,"solemn,dignified,noble,emotional,passionate","calm,chilled,romantic,sad,ethereal",heroic,flowing,low,70,dMajor,3/4
"Main Title (from ""Lawrence Of Arabia"")",2Senxmx6GnCNkRMaXWXm1y,London Philharmonic Orchestra,630610,2011-09-30,mid / late 1990s,none,none,classical,,"classical, romantic classical, orchestral performance, classical performance, orchestral",proud dignified full orchestration.,"brassWoodwinds,strings",positive,"optimistic,proud,noble,dignified,majestic,positive,celebratory,uplifting,exhilarating","epic,uplifting,happy",heroic,stomping,medium,136,dMajor,4/4
Main Theme - From “Around the World in 80 Days”,66oe1ned7Q32P7CqpyUqGA,The City of Prague Philharmonic Orchestra,450655,2007-05-28,mid / late 1990s,none,none,"classical,jazz",easyListening,"orchestra, light music, easy listening","romantic orchestral theme, nostalgic ending.","brassWoodwinds,strings",balanced,"passionate,romantic,emotional,lyrical,epic","epic,romantic,energetic","magical,epic,heroic",flowing,medium,120,fMinor,4/4
The Revenant - Main Theme,4KLSoarcSs3tO4JO934SAy,Ryuichi Sakamoto,35025488,2016-02-19,late 1980s / early 1990s,none,none,classical,,"soundtrack, scorecore","eerie, dark and foreboding, this track has an unsettling quality and is at once somber and foreboding.",strings,negative,"emotional,sad,mournful,poignant,serious","dark,sad,ethereal","ethereal,epic,mysterious","flowing,nonrhythmic",medium,69,gMajor,3/4
Mia & Sebastian’s Theme,1Vk4yRsz0iBzDiZEoFMQyv,Justin Hurwitz,222415491,2016-12-09,early / mid 2000s,none,none,jazz,contemporaryJazz,instrumental worship,"a classical solo piano track, in a peaceful and dreamy mood.",piano,balanced,"romantic,sentimental,graceful,melancholic,bittersweet",romantic,sophisticated,"flowing,steady,nonrhythmic",medium,69,fsMinor,4/4
A Little Chaos,0cKJ9VKdpwPA0MryV8K0vq,Peter Gregson,7046060,2015-01-01,mid / late 1980s,none,none,classical,,"soundtrack, video game music, downtempo, scorecore, epicore",,"strings,piano",positive,"inspirational,uplifting,aweInspiring,majestic,optimistic,hopeful,epic,prestigious,confident,dignified,soaring,motivational,proud,triumphant,emotional,positive","epic,energetic,uplifting","epic,heroic",flowing,medium,138,ebMajor,4/4
Harry's Wondrous World - Extended Version,4lg0h4AJhPMxbO3VMpbUqS,John Williams,48207004,2001-10-30,mid / late 1970s,none,none,classical,,,theme 2 variation,"strings,brassWoodwinds",balanced,"kind,warm,sweet,hopeful,romantic","chilled,romantic",magical,"bouncy,flowing",medium,84,dMajor,4/4
First Class,5IWmdl33NNTLsKlLT6WSlh,Henry Jackman,31160453,2011-05-30,early / mid 2000s,none,none,classical,,,epic and heroic action hybrid. pulsing synths start with huge drums and orchestra,"percussion,strings,brassWoodwinds",balanced,"triumphant,epic,proud,majestic,passionate,heroic,prestigious,aweInspiring,victorious,dignified,noble,soaring","energetic,epic","heroic,epic,powerful","running,driving,pulsing,stomping",high,113,cMinor,4/4
The Wings,3oQpVsTPxbMobnIjeogbJz,Gustavo Santaolalla,14116673,2005-01-01,early / mid 1990s,none,none,folkCountry,country,"indie, alternative country, roots rock","warm and tender, this easygoing country track features strummed acoustic guitar, bass guitar, hammond organ and light drums.","acousticGuitar,bassGuitar,strings",balanced,"warm,sentimental,reflective,romantic,dreamy,loving,nostalgic,hopeful,tender,serene","romantic,chilled",warm,"flowing,steady",low,88,gMajor,3/4
The Magnificent Seven,0lEtONdoCJJwUfmXUS2Zmk,Elmer Bernstein,7699822,2016-09-16,late 1970s / early 1980s,none,none,classical,,,a bold and brave adventure full of pride and determination,"strings,brassWoodwinds",negative,"confident,inspirational,motivational,uplifting,anthemic,aweInspiring,proud,triumphant,soaring,optimistic,prestigious","epic,sad",heroic,"flowing,steady",medium,130,eMajor,3/4
Iron Man 3,7u5XBHnht6dyoRXRBb5soK,Brian Tyler,41790681,2013-01-01,contemporary,high,female,ambient,,epicore,"triumphant orchestral stabs, and brave. hybrid orchestra with choir.","brassWoodwinds,strings,percussion",balanced,"epic,heroic,powerful,courageous,strong,adventurous,intense,resolute,triumphant,exciting,exhilarating,relentless,victorious,majestic,determined,proud,passionate,soaring","epic,energetic,aggressive","epic,heroic,powerful","running,driving",high,134,eMinor,4/4
My Name Is Lincoln,24V9V4erGgsbLeSa7tlimK,Steve Jablonsky,39442565,2005,mid / late 2000s,high,male,classical,,,emotional and panoramic theme with graceful strings ensemble and cinematic percussion. epic and intense. g 4 4,"strings,brassWoodwinds",negative,"proud,triumphant,majestic,prestigious,aweInspiring,noble,dignified,passionate,soaring,inspirational,victorious","energetic,epic",epic,flowing,high,132,gMajor,4/4
The Dambusters: March: 'The Dam Busters',5uDwWDtnKhhhfRMp3dmoVB,"Eric Coates, Slovak Radio Symphony Orchestra",300462,1993-06-25,late 1990s / early 2000s,none,none,classical,,"classical, orchestral, early modern classical, contemporary classical","grandiose, ceremonial theme building to triumphant finale.","brassWoodwinds,strings",positive,"majestic,proud,dignified,noble,confident,optimistic,prestigious",epic,heroic,stomping,high,72,cMajor,4/4
Come Back to Us,44sVQfPdCTGM5JLBRHUngc,Thomas Newman,20325995,2019-12-20,late 2000s / contemporary,none,none,classical,,,emotional and panoramic strings for human concern film score documentary and romance,strings,negative,"emotional,solemn,thoughtful,sad,bittersweet,concerned,spiritual,poignant","calm,chilled,romantic,sad,ethereal","epic,ethereal",flowing,low,136,gMinor,3/4
Sayuri's Theme,66EIPOdC3UZZCJdiUSRo92,"John Williams, Yo-Yo Ma, Itzhak Perlman",31321600,2005-11-22,late 1980s / early 1990s,none,none,"ambient,classical",,,flute and clarinet choirs dancing together producing warm colors minimalistic percussive elements and gradually growing to an open plane. contemplative nostalgic and thought provoking,"strings,brassWoodwinds",negative,"sad,thoughtful,emotional,bittersweet,solemn,lonely,blue,spiritual,poignant,melancholic,concerned,introspective,nostalgic","dark,sad,ethereal",epic,flowing,low,70,dMinor,3/4
The Kiss,5umoZmJLW98rlImZulfLp5,Trevor Jones,52455520,1992,early / mid 1970s,none,none,classical,,,uplifting and panoramic. strings and piano,"strings,electricGuitar",balanced,"noble,dignified,solemn,prestigious,majestic","chilled,romantic","ethereal,warm",flowing,medium,78,dMinor,3/4
Blade Runner Blues,575blCgesVtCu0HEYaIcas,Vangelis,20991932,1994-06-06,early / mid 1980s,none,none,"classical,ambient",,,dramatic and heroic theme. heavy guitar and violin,"synth,brassWoodwinds",negative,"spiritual,thoughtful,concerned,bittersweet,blue","dark,epic,sad,scary","mysterious,ethereal",flowing,medium,78,fsMinor,3/4
Main Title And First Victim,1g10rYqM3jJQsWRnXCFcx7,John Williams,7367331,1975-01-01,early / mid 2000s,none,none,classical,,soundtrack,"frantic, dissonant orchestral soundscape.","brassWoodwinds,strings,synth",negative,"ominous,menacing,frightening,nervous,horror","dark,scary,energetic","mysterious,powerful,heroic,epic,unpolished,magical,ethereal",running,high,84,bbMinor,4/4
Happiness Is Simple,7iFw1GrPSKTP7V8wr2HL7O,Simon Franglen,5900742,2022-12-15,contemporary,high,female,ambient,,new age,"dreamy - romantic orchestral film score featuring heavenly choir, glockenspiel and pizzicato strings as well as a grooving beat.","piano,synth,percussion",positive,"dreamy,serene,inspirational,hopeful,tranquil,warm","calm,chilled,ethereal","sparkling,ethereal,magical",flowing,low,67,cMinor,3/4
"Main Title ""Somewhere in My Memory"" (From ""Home Alone"")",1FlxqJmoZWS2q1uRlyZVur,"John Williams, The American Boychoir, Boston Pops Orchestra",56883110,1990,late 1980s / early 1990s,high,female,classical,,,a beautiful and enchanting christmas classic with lush choir,strings,negative,"solemn,noble,dignified,graceful,romantic","calm,chilled,romantic,sad","sparkling,magical",flowing,low,136,dMajor,4/4
"The John Dunbar Theme (From ""Dances With Wolves"")",1ghqlcFUP85h1Gxn4Oa2Kt,John Barry,23190477,1990,early / mid 1970s,none,none,classical,,,warm and tender theme for strings and piano,strings,negative,"solemn,romantic,emotional,sentimental,hopeful","calm,chilled,romantic,sad,ethereal","heroic,epic",flowing,low,70,ebMajor,4/4
Tennessee,2O0UWIMFeMtFR0LJMuIPjJ,Hans Zimmer,67877131,2005-12-06,late 1990s / early 2000s,none,none,classical,,,emotional and majestic theme. string orchestra piano and choir,strings,negative,"emotional,reflective,thoughtful,solemn,nostalgic,bittersweet,sentimental,spiritual","epic,romantic,sad","heroic,epic,warm",flowing,low,70,gMajor,3/4
Any Other Name,33B1XmfncHqnfkrYZIcHbD,Thomas Newman,54836160,2000-01-11,contemporary,none,none,ambient,,"soundtrack, classic soundtrack, scorecore","soft, tender piano and strings for human concern, film score, documentary and romance.","piano,strings,synth",negative,"calm,dreamy,emotional,peaceful,thoughtful,tranquil,serene,reflective,introspective,delicate,nostalgic,lonely,quiet,poignant","calm,ethereal,chilled",ethereal,"flowing,steady",low,77,cMinor,4/4
Introduction (Titles),4T0M3ao3PfYRkIolo5wpLK,Danny Elfman,10067959,1990-01-01,early / mid 2000s,high,female,classical,,"soundtrack, trailer","romantic orchestral theme. nostalgic and epic. symphony orchestra, choir and percs.","brassWoodwinds,strings",balanced,"dignified,majestic,emotional,passionate,noble",epic,"magical,heroic,epic,mysterious",flowing,medium,78,fMinor,3/4
"Love Theme - From ""Romeo and Juliet""",1CDczwnTf6RJ076lukYNpP,"Maurice Jarre, Nino Rota, Royal Philharmonic Orchestra;Tolga Kashif",4822965,2010-04-19,mid / late 1990s,none,none,classical,,,a beautiful and emotional orchestral track with a great sense of drama,strings,negative,"hopeful,emotional,solemn,warm,romantic","calm,chilled,romantic,sad","sophisticated,heroic,warm,luxurious",flowing,low,175,fsMajor,3/4
Captain Marvel,4CQ8uwWfH9hDCbwj4PUs58,Pinar Toprak,8248521,2019-03-08,contemporary,high,female,ambient,,epicore,"heroic, epic - dramatic orchestral film score featuring a massive brass theme, choir as well as mighty percussions.","brassWoodwinds,strings,synth,percussion",balanced,"epic,heroic,majestic,courageous,triumphant,adventurous,soaring,powerful,victorious,exciting,proud,inspirational,exhilarating,aweInspiring","epic,energetic","heroic,epic","running,driving,stomping",high,140,gMinor,4/4
Emma,4TuGt2O2iqrisOsNQNrL0j,Steven Price,14933169,2014-01-01,late 2000s / contemporary,high,female,metal,blackMetal,epicore,"dramatic, epic - melancholic orchestral film score featuring choir as well as mighty percussions.","brassWoodwinds,piano,synth",negative,"epic,serious,emotional,mysterious,soaring","epic,energetic,dark","epic,heroic","flowing,stomping",medium,120,dMinor,4/4
The Promise,53ann6bENp7BF8uklrzQAp,Michael Nyman,25294325,1993-01-01,late 1990s / early 2000s,none,none,metal,heavyMetal,"new age, new age piano","beautiful, romantic - melancholic solo piano piece featuring a lyrical solo cello.","piano,strings",balanced,"emotional,graceful,poignant,sentimental,hopeful,reflective,passionate,romantic,nostalgic,melancholic,dignified,serene",romantic,sophisticated,flowing,medium,89,aMinor,4/4
I Drive,4057No5KfVvXZZ8JXdkQTk,Cliff Martinez,7985239,2011-09-06,mid / late 1990s,none,none,ambient,,,warm floating textures,synth,negative,"dreamy,calm,quiet,tranquil,spiritual,thoughtful,serene","calm,chilled,dark,sad,ethereal",ethereal,flowing,low,69,aMinor,3/4
The Countdown,3i3g2kJg5DMrp0rC5g98Ow,James Newton Howard,3687580,2012-01-01,mid / late 2000s,high,female,classical,,"soundtrack, trailer",cinematic orchestral build up. majestic symphony orchestra and choir.,"brassWoodwinds,strings",balanced,"epic,majestic,heroic,dignified,noble,soaring",epic,"epic,heroic","running,driving,flowing",high,79,aMinor,4/4
Briony,1RQWPaEoYDgsBCALXY5tgL,"Dario Marianelli, Jean-Yves Thibaudet, Benjamin Wallfisch, English Chamber Orchestra",3828665,2007-01-01,late 1990s / early 2000s,none,none,classical,,"classical, contemporary classical, neoclassicism, orchestral",urgent and exhilarating. symphony orchestra and percussion.,"brassWoodwinds,piano,strings",negative,"nervous,restless,determined,serious,intense","energetic,aggressive,scary","epic,heroic,mysterious,powerful","running,driving",high,140,cMinor,3/4
Brooks Was Here,5FRGTGPZ7uA6JaLAH55PVV,"Thomas Newman, The Hollywood Studio Symphony",11162234,2009-10-08,late 1980s / early 1990s,none,none,classical,,,reflective piano and swaying strings build with forlorn piano harp and atmospheric synth pads,"strings,piano",negative,"sad,thoughtful,bittersweet,lonely,blue,emotional,solemn,spiritual,concerned,melancholic,poignant,introspective,mournful,depressing","calm,chilled,romantic,sad,ethereal","ethereal,warm",flowing,low,73,aMinor,4/4
"High Noon (Do Not Forsake Me) (From ""High Noon"")",56Iu49HqlHaedzsC1f20Qb,Orlando Pops Orchestra,115086,2008-12-16,early / mid 2000s,none,none,classical,,"classical, classical guitar, orchestral",a romantic french film : love is in the air.,"brassWoodwinds,piano,strings",balanced,"dignified,graceful,emotional,noble,majestic",romantic,heroic,flowing,medium,79,ebMajor,4/4
Open Spaces,5aS4hzWTQ968fPIoKsDg1q,Jonny Greenwood,3104074,2007-12-17,late 1990s / early 2000s,none,none,classical,,,sad and solitary. string orchestra and electronics,strings,negative,"mysterious,suspenseful,eerie,anxious,gloomy,spiritual,cold,supernatural,strange,barren","dark,sad,scary,ethereal",mysterious,flowing,medium,70,abMajor,3/4
Pelagia's Song,7aVRZwGYPypqF7AMN0pwCG,"Stephen Warbeck, Orchestra, Nick Ingman",2854626,2001-01-01,late 1990s / early 2000s,none,none,"jazz,classical",easyListening,"classical, soundtrack","warm, romantic theme featuring strings and woodwinds.",strings,balanced,"romantic,loving,warm,lyrical,sentimental,tender",romantic,warm,flowing,medium,79,cMajor,4/4
"Once Upon a Time in the West (From ""Once Upon a Time in the West"")",2w1DNaVJve4GmrovQWvpOU,"Ennio Morricone, Edda Dell'Orso",9599915,2016-12-13,mid / late 1970s,high,female,jazz,easyListening,soundtrack,"slow, romantic orchestral theme featuring solo oboe melody, main theme and ending.","strings,brassWoodwinds",negative,"lyrical,sentimental,romantic,melancholic,poignant","romantic,calm,sad",ethereal,flowing,low,78,dMajor,3/4
Dream Is Collapsing,5xKVYMxOHB2XRLCUafFrz6,Hans Zimmer,66841532,2010-07-09,early / mid 2000s,high,female,classical,,,dramatic and adventurous overview with perculating percussion and frantic orchestra and heraldic choir chants building to a final climax,"strings,brassWoodwinds",negative,"powerful,epic,determined,heroic,strong,triumphant,victorious,courageous,resolute,adventurous,passionate,prestigious,proud","energetic,epic","heroic,epic,powerful",running,high,126,bMinor,3/4
End Titles,1CxT3WZkSuEAxPOKAPzDDl,Rachel Portman,6376635,2008,mid / late 1980s,none,none,classical,,,a beautiful and sensitive piece with a soft and soothing piano melody,strings,negative,"solemn,emotional,romantic,sentimental,bittersweet","calm,chilled,romantic,sad",heroic,flowing,low,136,gMajor,3/4
Lady Bird,6yzzno5cXBkh5c6UzRxcyM,Jon Brion,10863107,2017-11-17,contemporary,none,none,funkSoul,soul,,a slow and tragic track with a haunting and tragic mood,"strings,piano",negative,"reflective,thoughtful,nostalgic,bittersweet,sad,emotional,spiritual,solemn,quiet,introspective,blue,sentimental,calm,melancholic","calm,chilled,dark,sad,ethereal","sparkling,warm",flowing,low,183,gMinor,3/4
